name,address,website,founders_names,founders_linkedin,batch,year,yc_url,per_company_api
Weave,"San Francisco, CA, USA",https://workweave.dev,Adam Cohen; Andrew Churchill; LinkedIn; Founded: 2024 Batch: Winter 2025 Team Size: 5 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/adam-b-cohen/; https://www.linkedin.com/in/andrew-d-churchill/; https://www.linkedin.com/company/weave-dev; https://www.linkedin.com/company/102726930,Winter 2025,2025,https://www.ycombinator.com/companies/weave-3,https://yc-oss.github.io/api/batches/winter-2025/weave-3.json
Maive,"San Francisco, CA, USA",https://maive.ai,David Tondreau; Will Cray; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Aaron Epstein,https://www.linkedin.com/in/david-tondreau/; https://www.linkedin.com/in/willcray/; https://www.linkedin.com/company/maive-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/maive,https://yc-oss.github.io/api/batches/winter-2025/maive.json
SalesPatriot,"San Francisco, CA, USA",https://www.salespatriot.com/,Nelson Ray; Ben Rhodes-Kropf; Maciej Szymczyk; Founded: 2024 Batch: Winter 2025 Team Size: 9 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/nelson-ray/; https://www.linkedin.com/in/ben-rhodes-kropf-26b617217/; https://www.linkedin.com/in/maciej-szymczyk-74392b1b8; https://www.linkedin.com/company/salespatriot,Winter 2025,2025,https://www.ycombinator.com/companies/salespatriot,https://yc-oss.github.io/api/batches/winter-2025/salespatriot.json
Paragon,"San Francisco, CA, USA",https://www.runparagon.com,Ishir Vaidyanath; Kasyap Chakra; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco,https://linkedin.com/in/ishirv; https://linkedin.com/in/kasyap-chakravadhanula-357b41132; https://www.linkedin.com/company/deployparagon/,Winter 2025,2025,https://www.ycombinator.com/companies/deployparagon,https://yc-oss.github.io/api/batches/winter-2025/deployparagon.json
careCycle,"San Mateo, CA, USA",https://www.careCycle.ai,"Alex Doonanco; Evan Roubekas; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Mateo, CA Primary Partner: Aaron Epstein",https://www.linkedin.com/in/alexdoonanco; https://www.linkedin.com/in/evanroubekas/; https://www.linkedin.com/company/carecycle-yc-w25,Winter 2025,2025,https://www.ycombinator.com/companies/carecycle,https://yc-oss.github.io/api/batches/winter-2025/carecycle.json
Inversion Semiconductor,"San Francisco, CA, USA",https://www.inversionsemi.com,,,Winter 2025,2025,https://www.ycombinator.com/companies/inversion-semiconductor,https://yc-oss.github.io/api/batches/winter-2025/inversion-semiconductor.json
Adam,"San Francisco, CA, USA",https://adam.new/,Zach Dive; Aaron Li; Founded: 2025 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://linkedin.com/in/zacharydive; https://www.linkedin.com/in/aaronlico/; https://www.linkedin.com/company/adamcad/,Winter 2025,2025,https://www.ycombinator.com/companies/adam,https://yc-oss.github.io/api/batches/winter-2025/adam.json
Rally,"Berlin, Berlin, Germany",https://www.getrally.com/,"Nick Telecki; Thiago Peres; Founded: 2025 Batch: Winter 2025 Team Size: 5 Status: Active Location: Berlin, Germany Primary Partner: Aaron Epstein",https://www.linkedin.com/in/nick-telecki; https://www.linkedin.com/in/thiagoperespm/; https://www.linkedin.com/company/rally-fintech,Winter 2025,2025,https://www.ycombinator.com/companies/rally-3,https://yc-oss.github.io/api/batches/winter-2025/rally-3.json
Tergle,"San Francisco, CA, USA",https://tergle.com,Adam Bowen; Founded: 2025 Batch: Winter 2025 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://www.linkedin.com/in/adambowen03/; https://www.linkedin.com/company/tergleai,Winter 2025,2025,https://www.ycombinator.com/companies/tergle,https://yc-oss.github.io/api/batches/winter-2025/tergle.json
Trim,"San Francisco, CA, USA",https://trimresearch.com,Emanuel Gordis; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/emanuelgordis/; https://www.linkedin.com/company/trim-research,Winter 2025,2025,https://www.ycombinator.com/companies/trim,https://yc-oss.github.io/api/batches/winter-2025/trim.json
Amby Health,"San Francisco, CA, USA",https://tryamby.com,Yos Wagenmans; Timmy Dang; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/yosw/; https://www.linkedin.com/in/timmydang27/; https://www.linkedin.com/company/ambyhealth,Winter 2025,2025,https://www.ycombinator.com/companies/amby-health,https://yc-oss.github.io/api/batches/winter-2025/amby-health.json
Cardamon,"San Francisco, CA, USA",https://cardamon.ai/,Areg Nzsdejan; Dmytro Astakhov; Dmytro; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Aaron Epstein,https://www.linkedin.com/in/areg-nzsdejan-85b894a1/; https://www.linkedin.com/in/dmytro-astakhov; https://www.linkedin.com/in/dmytro-astakhov/; https://www.linkedin.com/company/cardamonai,Winter 2025,2025,https://www.ycombinator.com/companies/cardamon,https://yc-oss.github.io/api/batches/winter-2025/cardamon.json
Bezel,"New York, NY, USA",https://www.trybezel.com/,Kashyap Achar; Kashyap; Founded: 2025 Batch: Winter 2025 Team Size: 1 Status: Active Location: New York Primary Partner: Aaron Epstein,https://www.linkedin.com/in/kashyapachar/; https://www.linkedin.com/in/kashyapachar; https://www.linkedin.com/company/bezelai,Winter 2025,2025,https://www.ycombinator.com/companies/bezel,https://yc-oss.github.io/api/batches/winter-2025/bezel.json
ZeroEntropy,,https://www.zeroentropy.dev,Ghita Houir Alami; Nicholas Pipitone; Ghita; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Harj Taggar,https://linkedin.com/in/ghita-houir-alami; https://www.linkedin.com/in/nicholas-pipitone-5736a2107/; https://www.linkedin.com/in/ghita-houir-alami/; https://www.linkedin.com/company/zeroentropy-inc/,Winter 2025,2025,https://www.ycombinator.com/companies/zeroentropy,https://yc-oss.github.io/api/batches/winter-2025/zeroentropy.json
Oki,"San Francisco, CA, USA",https://www.okiapplications.com/,Luofei Chen; Aayush Tyagi; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/luofei-c/; https://www.linkedin.com/in/aayushtyagi; https://linkedin.com/company/oki-ai,Winter 2025,2025,https://www.ycombinator.com/companies/oki,https://yc-oss.github.io/api/batches/winter-2025/oki.json
Cifrato,"Bogotá, Bogota, Colombia; Remote",https://cifrato.ai,"Juan Pisco; Batch: Winter 2025 Status: Active Location: Bogotá, Colombia Primary Partner: Harj Taggar",https://www.linkedin.com/in/juan-pisco/; https://www.linkedin.com/company/cifrato,Winter 2025,2025,https://www.ycombinator.com/companies/cifrato,https://yc-oss.github.io/api/batches/winter-2025/cifrato.json
Mosaic,"San Francisco, CA, USA",https://mosaic.so,Adish Jain; Kyle Wade; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/adish-jain/; https://www.linkedin.com/in/kylewade13731/; https://www.linkedin.com/company/use-mosaic-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/mosaic-2,https://yc-oss.github.io/api/batches/winter-2025/mosaic-2.json
Swerve,"San Francisco, CA, USA",https://www.getswerve.com/,Soroush Saryazdi; Jason Zhou; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://linkedin.com/in/soroush-saryazdi-792365175; https://www.linkedin.com/in/jasonxzhou/; https://www.linkedin.com/company/getswerve,Winter 2025,2025,https://www.ycombinator.com/companies/swerve,https://yc-oss.github.io/api/batches/winter-2025/swerve.json
Osmosis,,https://osmosis.ai/,Kasey Zhang; Andy Lyu; Kasey; Andy; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Primary Partner: Brad Flora,https://linkedin.com/in/kasey-zhang; https://linkedin.com/in/baiqingl; https://www.linkedin.com/in/kasey-zhang/; https://www.linkedin.com/in/baiqingl/; https://www.linkedin.com/company/osmosis-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/osmosis,https://yc-oss.github.io/api/batches/winter-2025/osmosis.json
Operand,"San Francisco, CA, USA",https://www.operand.com/,Ram Gorthi; Akhil Iyengar; Arjun Sahney; Founded: 2024 Batch: Winter 2025 Team Size: 5 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://www.linkedin.com/in/ramgorthi; https://www.linkedin.com/in/akhiliyengar/; https://www.linkedin.com/in/arjun-sahney-40b88624b/; https://www.linkedin.com/company/tryoperand,Winter 2025,2025,https://www.ycombinator.com/companies/operand,https://yc-oss.github.io/api/batches/winter-2025/operand.json
HealthKey,,https://gethealthkey.com/,Josh Sabol; Josh Sabol; Founded: 2025 Batch: Winter 2025 Team Size: 5 Status: Active Primary Partner: Tom Blomfield,https://linkedin.com/in/joshsabol; https://www.linkedin.com/in/joshsabol/; https://www.linkedin.com/company/gethealthkey/,Winter 2025,2025,https://www.ycombinator.com/companies/healthkey,https://yc-oss.github.io/api/batches/winter-2025/healthkey.json
GradeWiz,"San Francisco, CA, USA",https://www.gradewiz.ai/,Max Bohun; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://www.linkedin.com/in/maxbohun/; https://www.linkedin.com/company/gradewiz/,Winter 2025,2025,https://www.ycombinator.com/companies/gradewiz,https://yc-oss.github.io/api/batches/winter-2025/gradewiz.json
Mecha Health,"San Francisco, CA, USA",https://www.mecha-health.ai/,Ahmed Abdulaal; Hugo Fry; Ayodeji Ijishakin; Nina Montaña Brown; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Francisco,https://www.linkedin.com/in/ahmed-abdulaal-5b8b6a295/; https://www.linkedin.com/in/hugo-fry-825828271/; https://www.linkedin.com/in/ayodeji-ijishakin-b6208b1a9/; https://www.linkedin.com/in/nina-monta%C3%B1a-brown-6aa24b133/; https://www.linkedin.com/company/mecha-health/,Winter 2025,2025,https://www.ycombinator.com/companies/mecha-health,https://yc-oss.github.io/api/batches/winter-2025/mecha-health.json
Cuckoo Labs,,https://www.cuckoo.so/,Yong Hee Lee; Gunwoo Kim; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active,https://www.linkedin.com/in/harryyongheelee/; https://www.linkedin.com/in/gunwooterry/; https://www.linkedin.com/company/cuckoo-labs,Winter 2025,2025,https://www.ycombinator.com/companies/cuckoo-labs,https://yc-oss.github.io/api/batches/winter-2025/cuckoo-labs.json
finbar,,https://finbar.com,Edward Huang; Robin Gan; Founded: 2023 Batch: Winter 2025 Team Size: 2 Status: Active,https://www.linkedin.com/in/edward-huang-cfa-8807b4149/; https://www.linkedin.com/in/robin-gan-180060126; https://linkedin.com/company/fin-bar,Winter 2025,2025,https://www.ycombinator.com/companies/finbar,https://yc-oss.github.io/api/batches/winter-2025/finbar.json
hud,"San Francisco, CA, USA",https://www.hud.so,Jay Ram; Lorenss Martinsons; Parth Patel; Founded: 2025 Batch: Winter 2025 Team Size: 5 Status: Active Location: San Francisco Primary Partner: Aaron Epstein,https://www.linkedin.com/in/jay-ram-29003b198/; https://linkedin.com/in/lorenss; https://linkedin.com/in/parth220; https://www.linkedin.com/company/hud-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/hud,https://yc-oss.github.io/api/batches/winter-2025/hud.json
Olive,"San Francisco, CA, USA",https://fromolive.com,Bardia Safari; Shrey Gupta; Bardia; Shrey; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Gustaf Alstromer,https://linkedin.com/in/bardiasafari; https://linkedin.com/in/shreyguptaoc; https://www.linkedin.com/in/bardiasafari; https://www.linkedin.com/in/shreyguptaoc/; https://www.linkedin.com/company/fromolive,Winter 2025,2025,https://www.ycombinator.com/companies/olive,https://yc-oss.github.io/api/batches/winter-2025/olive.json
PAX Markets,"Redwood City, CA, USA",https://pax.markets/,"Pete Stevenson; Benjamin Kilimnik; link; link; Founded: 2024 Batch: Winter 2025 Team Size: 6 Status: Active Location: Redwood City, CA Primary Partner: Jared Friedman",https://linkedin.com/in/etepnosnevets; https://www.linkedin.com/in/benkilimnik; https://www.linkedin.com/in/etepnosnevets/; https://www.linkedin.com/in/benkilimnik/; https://www.linkedin.com/company/pax-markets/,Winter 2025,2025,https://www.ycombinator.com/companies/pax-markets,https://yc-oss.github.io/api/batches/winter-2025/pax-markets.json
Pave Robotics,,https://pave-robotics.com,Josh Kelly; Mason Landon Smith; Josh Kelly; Mason Landon Smith; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Primary Partner: Jared Friedman,https://linkedin.com/in/joshak18; https://linkedin.com/in/mason-landon-smith; https://www.linkedin.com/in/joshak18/; https://www.linkedin.com/in/mason-landon-smith/; https://www.linkedin.com/company/pave-robotics/,Winter 2025,2025,https://www.ycombinator.com/companies/pave-robotics,https://yc-oss.github.io/api/batches/winter-2025/pave-robotics.json
Gale,"San Francisco, CA, USA",https://galevisa.com,Rahul Gudise; Haokun Qin; Rishabh Sambare; LinkedIn; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://linkedin.com/in/rahulgudise; https://linkedin.com/in/haokun-qin; https://linkedin.com/in/rishabhsamb; https://www.linkedin.com/company/galeapp; https://www.linkedin.com/company/galeapp/,Winter 2025,2025,https://www.ycombinator.com/companies/gale,https://yc-oss.github.io/api/batches/winter-2025/gale.json
Asteroid,"San Francisco, CA, USA",https://asteroid.ai,,,Winter 2025,2025,https://www.ycombinator.com/companies/asteroid,https://yc-oss.github.io/api/batches/winter-2025/asteroid.json
Macadamia,,https://macadamialabs.com,Abel Van Steenweghen; Brecht Pierreux; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Aaron Epstein,https://www.linkedin.com/in/abelvs/; https://www.linkedin.com/in/brecht-pierreux-54b327181/; https://www.linkedin.com/company/105566815/,Winter 2025,2025,https://www.ycombinator.com/companies/macadamia,https://yc-oss.github.io/api/batches/winter-2025/macadamia.json
Lucid,,https://lucid.ai,Alberto Hojel; Rami Seid,https://linkedin.com/in/albertohojel; https://www.linkedin.com/in/rami-mohammed-seid/,Winter 2025,2025,https://www.ycombinator.com/companies/lucid,https://yc-oss.github.io/api/batches/winter-2025/lucid.json
Pickle,"San Francisco, CA, USA",https://www.pickle.com,Daniel Park; Sanio Jung; Chris Kang; Emmett Kim; Ho Jin Yu; Daniel Park; Chris Kang; Founded: 2024 Batch: Winter 2025 Team Size: 7 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/danielpkl; https://www.linkedin.com/in/saniopkl/; https://www.linkedin.com/in/chriskangy/; https://www.linkedin.com/in/emmettpkl/; https://www.linkedin.com/in/sampkl/; https://www.linkedin.com/in/danielpkl/; https://www.linkedin.com/in/chrispkl/; https://www.linkedin.com/company/get-pickle-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/pickle-2,https://yc-oss.github.io/api/batches/winter-2025/pickle-2.json
Bindwell,"San Francisco, CA, USA",https://www.bindwell.ai/,Tyler Rose; Navvye Anand; LinkedIn; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Francisco Primary Partner: Aaron Epstein,https://www.linkedin.com/in/tyler-rose-213299222/; https://www.linkedin.com/in/navvye-anand/; https://www.linkedin.com/company/bindwell/; https://www.linkedin.com/company/bindwell,Winter 2025,2025,https://www.ycombinator.com/companies/bindwell,https://yc-oss.github.io/api/batches/winter-2025/bindwell.json
Stillwind,"Zürich, ZH, Switzerland",https://stillwind.ai,"Linus Meierhöfer; Lukas Ego; Hannes Furmans; Josef Zoller; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: Zürich, Switzerland Primary Partner: Gustaf Alstromer",https://linkedin.com/in/linus-meierhöfer-7a4596259; https://www.linkedin.com/in/ego-lukas/; https://www.linkedin.com/in/hannes-furmans-52923625a/; https://www.linkedin.com/in/zollerboy1; https://www.linkedin.com/company/augento/,Winter 2025,2025,https://www.ycombinator.com/companies/stillwind,https://yc-oss.github.io/api/batches/winter-2025/stillwind.json
Harbera,"San Francisco, CA, USA",https://harbera.com/,Sophia Clark; Veronica Nutting; Sophia; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Gustaf Alstromer,https://www.linkedin.com/in/sophia-c-07a508b8/; https://www.linkedin.com/in/veronicanutting/; https://www.linkedin.com/in/sophia--clark/; https://www.linkedin.com/company/harbera,Winter 2025,2025,https://www.ycombinator.com/companies/harbera,https://yc-oss.github.io/api/batches/winter-2025/harbera.json
Cenote,"San Francisco, CA, USA",https://www.joincenote.com/,Kofi Ansong; Kristy Gao; Ajani Smith-Washington; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco,https://www.linkedin.com/in/kofi-ansong-89294016a/; https://www.linkedin.com/in/gaoxk/; https://www.linkedin.com/in/ajani-smith-washington/; https://www.linkedin.com/company/105877840/admin/dashboard/,Winter 2025,2025,https://www.ycombinator.com/companies/cenote,https://yc-oss.github.io/api/batches/winter-2025/cenote.json
Lopus AI,"San Francisco, CA, USA",https://lopus.ai,Aamish Ahmad Beg; Danylo Borodchuk; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/aamish-ahmad-beg/; https://www.linkedin.com/in/danylo-borodchuk/; https://www.linkedin.com/company/lopus-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/lopus-ai,https://yc-oss.github.io/api/batches/winter-2025/lopus-ai.json
AthenaHQ,"San Francisco, CA, USA",https://www.athenahq.ai,Andrew Yan; Alan Yao; Andrew; Alan; LinkedIn; Founded: 2025 Batch: Winter 2025 Team Size: 10 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/andrew-yan-200; https://linkedin.com/in/alanya0; https://www.linkedin.com/in/andrew-yan-200/; https://www.linkedin.com/in/alanya0/; https://www.linkedin.com/company/athena-hq; https://www.linkedin.com/company/athena-hq/,Winter 2025,2025,https://www.ycombinator.com/companies/athenahq,https://yc-oss.github.io/api/batches/winter-2025/athenahq.json
Strike,"San Francisco, CA, USA",http://tradestrike.app,Ronit Jain; Aarav Patel,https://www.linkedin.com/in/ronitjain5; https://www.linkedin.com/in/aaravpatel04,Winter 2025,2025,https://www.ycombinator.com/companies/strike,https://yc-oss.github.io/api/batches/winter-2025/strike.json
G LNK,"New York, NY, USA",https://glnkco.com/,Rayan Ghandour; Raouf Abujaber; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: New York Primary Partner: Harj Taggar,https://www.linkedin.com/in/rayan-ghandour-75191618a/; https://www.linkedin.com/in/raouf-abujaber-169330256/; https://www.linkedin.com/company/104871545/,Winter 2025,2025,https://www.ycombinator.com/companies/g-lnk,https://yc-oss.github.io/api/batches/winter-2025/g-lnk.json
Mundo AI,"San Francisco, CA, USA",https://mundoai.world,,,Winter 2025,2025,https://www.ycombinator.com/companies/mundo-ai,https://yc-oss.github.io/api/batches/winter-2025/mundo-ai.json
Lucidic AI,"San Francisco, CA, USA",https://lucidic.ai,Abhinav Sinha; Andy Liang; Jeremy Tian; Founded: 2025 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/abhinavsinha15/; https://www.linkedin.com/in/andyliang223/; https://www.linkedin.com/in/jeremy-tian-a2076a239/; https://www.linkedin.com/company/105580616/,Winter 2025,2025,https://www.ycombinator.com/companies/lucidic-ai,https://yc-oss.github.io/api/batches/winter-2025/lucidic-ai.json
Haleum,"San Francisco, CA, USA",https://haleum.ai/,Adarsh Ambati; Ansh Gupta; Aditya Iyengar; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/adarshambati/; https://www.linkedin.com/in/gupta-ansh; https://www.linkedin.com/in/aditya-v-iyengar/; https://www.linkedin.com/company/haleum,Winter 2025,2025,https://www.ycombinator.com/companies/haleum,https://yc-oss.github.io/api/batches/winter-2025/haleum.json
Trata,"New York, NY, USA",https://www.trytrata.com/,Eric Cho; Alexander Chen; William Gao; Eric; Will; Founded: 2025 Batch: Winter 2025 Team Size: 3 Status: Active Location: New York Primary Partner: Brad Flora,https://linkedin.com/in/emc329; https://www.linkedin.com/in/alexanderqchen/; https://www.linkedin.com/in/william-m-gao; https://www.linkedin.com/in/emc329/; https://www.linkedin.com/in/william-m-gao/; https://www.linkedin.com/company/trata-inc/,Winter 2025,2025,https://www.ycombinator.com/companies/trata,https://yc-oss.github.io/api/batches/winter-2025/trata.json
Solidroad,"San Francisco, CA, USA",https://solidroad.com,Mark Hughes; Patrick Finlay; Founded: 2023 Batch: Winter 2025 Team Size: 6 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/mark-hughes-a36915a7/; https://www.linkedin.com/in/patjfin/; https://www.linkedin.com/company/solidroad/?viewAsMember=true,Winter 2025,2025,https://www.ycombinator.com/companies/solidroad,https://yc-oss.github.io/api/batches/winter-2025/solidroad.json
General Trajectory,"San Francisco, CA, USA",https://www.generaltrajectory.com/,Joshua Belofsky; Founded: 2024 Batch: Winter 2025 Team Size: 1 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://linkedin.com/in/joshua-belofsky-25328523b; https://linkedin.com/company/generaltrajectory,Winter 2025,2025,https://www.ycombinator.com/companies/general-trajectory,https://yc-oss.github.io/api/batches/winter-2025/general-trajectory.json
ReJot,"Amsterdam, NH, Netherlands",https://rejot.dev,"Wilco Kruijer; Jan Schutte; LinkedIn; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: Amsterdam, Netherlands Primary Partner: Harj Taggar",https://linkedin.com/in/wilcokruijer/; https://www.linkedin.com/in/jan-schutte-183145135/; https://www.linkedin.com/company/rejot; https://www.linkedin.com/company/rejot/,Winter 2025,2025,https://www.ycombinator.com/companies/rejot,https://yc-oss.github.io/api/batches/winter-2025/rejot.json
Agentin AI,"San Francisco, CA, USA",https://www.agentin.ai,Sankeerth Rao Karingula; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://linkedin.com/in/sankeerthrao; http://linkedin.com/company/agentin-ai,Winter 2025,2025,https://www.ycombinator.com/companies/agentin-ai,https://yc-oss.github.io/api/batches/winter-2025/agentin-ai.json
Snowbase,"San Francisco, CA, USA",http://www.snowbase.ai/,Charlie Maki; Corey Anderson; Cameron Hake; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/charlie-maki-40543617a/; https://www.linkedin.com/in/corey-anderson-3875a11aa/; https://www.linkedin.com/in/cameron-hake-651062194/; https://www.linkedin.com/company/joinsnowbase/,Winter 2025,2025,https://www.ycombinator.com/companies/snowbase,https://yc-oss.github.io/api/batches/winter-2025/snowbase.json
Waypoint Transit,,https://waypointtransit.com,Varun Tandon; Ryan Johnston; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Brad Flora,https://www.linkedin.com/in/vrntandon/; https://www.linkedin.com/in/ryan-johnston-b919a7180/; https://www.linkedin.com/company/waypoint-transit/,Winter 2025,2025,https://www.ycombinator.com/companies/waypoint-transit,https://yc-oss.github.io/api/batches/winter-2025/waypoint-transit.json
Riviera,"San Francisco, CA, USA",https://www.withriviera.com,Shaun Lane; Daniel Tyshler; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/shaun--lane/; https://www.linkedin.com/in/daniel-tyshler-b742b217a/; https://www.linkedin.com/company/withriviera,Winter 2025,2025,https://www.ycombinator.com/companies/riviera,https://yc-oss.github.io/api/batches/winter-2025/riviera.json
Confident AI,"San Francisco, CA, USA",https://confident-ai.com,Jeffrey Ip; Kritin Vongthongsri; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://linkedin.com/in/jeffrey-ip-2295ab224; https://www.linkedin.com/in/kritin-vongthongsri; https://www.linkedin.com/company/confident-ai,Winter 2025,2025,https://www.ycombinator.com/companies/confident-ai,https://yc-oss.github.io/api/batches/winter-2025/confident-ai.json
Exla,,https://exla.ai/,Pranav Nair; Viraat Das; Viraat; Founded: 2025 Batch: Winter 2025 Status: Active Primary Partner: Brad Flora,https://www.linkedin.com/in/pranavnair311/; https://linkedin.com/in/viraatdas; https://www.linkedin.com/in/viraatdas/; https://www.linkedin.com/company/exla-corp,Winter 2025,2025,https://www.ycombinator.com/companies/exla,https://yc-oss.github.io/api/batches/winter-2025/exla.json
Karsa,"New York, NY, USA",https://gokarsa.com/,Shahryar Hasnani; Dale Wilson; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: New York Primary Partner: Tyler Bosmeny,https://www.linkedin.com/in/shahryar-hasnani/; https://www.linkedin.com/in/dalewilson21/; https://www.linkedin.com/company/karsa/,Winter 2025,2025,https://www.ycombinator.com/companies/karsa,https://yc-oss.github.io/api/batches/winter-2025/karsa.json
Nitrode,,https://www.nitrode.com,Ben Kim; Sejoon Chang; Richard Gu; Brian La; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active,https://www.linkedin.com/in/ben-yoonsung-kim/; https://linkedin.com/in/sejoonchang; https://linkedin.com/in/rgu0114; https://linkedin.com/in/brianyla; https://www.linkedin.com/company/nitrode,Winter 2025,2025,https://www.ycombinator.com/companies/nitrode,https://yc-oss.github.io/api/batches/winter-2025/nitrode.json
Calltree,"San Francisco, CA, USA",https://calltree.ai,Kun Qian; Robertson Taylor; LinkedIn; Founded: 2025 Batch: Winter 2025 Team Size: 5 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/qian-kun/; https://www.linkedin.com/in/robertsonotaylor/; https://www.linkedin.com/company/calltree-ai; https://www.linkedin.com/company/calltree-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/calltree,https://yc-oss.github.io/api/batches/winter-2025/calltree.json
Harper,"San Francisco, CA, USA",https://www.harperinsure.com/,Dakotah Rice; Tushar Nair; Tushar; Dakotah,https://www.linkedin.com/in/dakotahrice/; https://linkedin.com/in/tushar-nair-100787144; https://www.linkedin.com/in/tushar-nair-100787144; https://www.linkedin.com/in/dakotahrice,Winter 2025,2025,https://www.ycombinator.com/companies/harper,https://yc-oss.github.io/api/batches/winter-2025/harper.json
Tire Swing,"New York, NY, USA",https://gettireswing.com,Paul Witten; Lucas Irvine; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: New York Primary Partner: Tom Blomfield,https://linkedin.com/in/paul-witten-39579715a; https://www.linkedin.com/in/lucas-i-b20187128/; https://www.linkedin.com/company/tire-swing,Winter 2025,2025,https://www.ycombinator.com/companies/tire-swing,https://yc-oss.github.io/api/batches/winter-2025/tire-swing.json
Outlit,"San Francisco, CA, USA",https://outlit.ai/,Josh Earle; Leo Paz; Leo Paz; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Garry Tan,https://www.linkedin.com/in/joshearle/; https://linkedin.com/in/leo-paz; https://www.linkedin.com/in/leo-paz/; https://www.linkedin.com/company/outlitai/,Winter 2025,2025,https://www.ycombinator.com/companies/outlit,https://yc-oss.github.io/api/batches/winter-2025/outlit.json
